Age_min,Age_max,Gender,Degree,Branch,CGPA_min,CGPA_max,Internships_min,Internships_max,Projects_min,Projects_max,Coding_Skills_min,Coding_Skills_max,Communication_Skills_min,Communication_Skills_max,Aptitude_Test_Score_min,Aptitude_Test_Score_max,Soft_Skills_Rating_min,Soft_Skills_Rating_max,Certifications_min,Certifications_max,Backlogs_min,Backlogs_max
20.0,21.0,['Male'],"['B.Tech', 'B.Sc']","['ECE', 'ME', 'Civil']",5.0,6.0,0.0,0.0,2.0,3.0,1.0,4.0,3.0,6.0,47.0,60.0,4.0,6.0,0.0,1.0,0.0,1.0
20.0,21.0,['Male'],"['B.Tech', 'B.Sc']","['ECE', 'ME', 'Civil']",5.0,6.0,0.0,0.0,2.0,3.0,1.0,4.0,3.0,6.0,47.0,60.0,4.0,6.0,0.0,1.0,0.0,1.0
20.0,21.0,['Male'],"['B.Tech', 'B.Sc']","['ECE', 'ME', 'Civil']",5.0,6.0,0.0,0.0,2.0,3.0,1.0,4.0,3.0,6.0,47.0,60.0,4.0,6.0,0.0,1.0,0.0,1.0
20.0,21.0,['Male'],"['B.Tech', 'B.Sc']","['ECE', 'ME', 'Civil']",5.0,6.0,0.0,0.0,2.0,3.0,1.0,4.0,3.0,6.0,47.0,60.0,4.0,6.0,0.0,1.0,0.0,1.0
20.0,21.0,['Male'],"['B.Tech', 'B.Sc']","['ECE', 'ME', 'Civil']",5.0,6.0,0.0,0.0,2.0,3.0,1.0,4.0,3.0,6.0,47.0,60.0,4.0,6.0,0.0,1.0,0.0,1.0
20.0,21.0,['Male'],"['B.Tech', 'B.Sc']","['ECE', 'ME', 'Civil']",5.0,6.0,0.0,0.0,2.0,3.0,1.0,4.0,3.0,6.0,47.0,60.0,4.0,6.0,0.0,1.0,0.0,1.0
20.0,21.0,['Male'],"['B.Tech', 'B.Sc']","['ECE', 'ME', 'Civil']",5.0,6.0,0.0,0.0,2.0,3.0,1.0,4.0,3.0,6.0,47.0,60.0,4.0,6.0,0.0,1.0,0.0,1.0
18.0,20.0,['Male'],"['B.Tech', 'B.Sc']","['ME', 'Civil']",4.0,5.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,6.0,35.0,56.0,4.0,6.0,0.0,1.0,2.0,2.0
18.0,20.0,['Male'],"['B.Tech', 'B.Sc']","['ME', 'Civil']",4.0,5.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,6.0,35.0,56.0,4.0,6.0,0.0,1.0,2.0,2.0
18.0,20.0,['Male'],"['B.Tech', 'B.Sc']","['ME', 'Civil']",4.0,5.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,6.0,35.0,56.0,4.0,6.0,0.0,1.0,2.0,2.0
18.0,20.0,['Male'],"['B.Tech', 'B.Sc']","['ME', 'Civil']",4.0,5.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,6.0,35.0,56.0,4.0,6.0,0.0,1.0,2.0,2.0
18.0,20.0,['Male'],"['B.Tech', 'B.Sc']","['ME', 'Civil']",4.0,5.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,6.0,35.0,56.0,4.0,6.0,0.0,1.0,2.0,2.0
18.0,20.0,['Male'],"['B.Tech', 'B.Sc']","['ME', 'Civil']",6.0,6.0,0.0,0.0,2.0,3.0,1.0,4.0,4.0,6.0,53.0,58.0,4.0,6.0,0.0,1.0,2.0,2.0
18.0,20.0,['Male'],"['B.Tech', 'B.Sc']","['ME', 'Civil']",6.0,6.0,0.0,0.0,2.0,3.0,1.0,4.0,4.0,6.0,53.0,58.0,4.0,6.0,0.0,1.0,2.0,2.0
18.0,20.0,['Male'],"['B.Tech', 'B.Sc']","['ME', 'Civil']",6.0,6.0,0.0,0.0,2.0,3.0,1.0,4.0,4.0,6.0,53.0,58.0,4.0,6.0,0.0,1.0,2.0,2.0
18.0,20.0,['Male'],"['B.Tech', 'B.Sc']","['ME', 'Civil']",6.0,6.0,0.0,0.0,2.0,3.0,1.0,4.0,4.0,6.0,53.0,58.0,4.0,6.0,0.0,1.0,2.0,2.0
18.0,20.0,['Male'],"['B.Tech', 'B.Sc']","['ME', 'Civil']",6.0,6.0,0.0,0.0,2.0,3.0,1.0,4.0,4.0,6.0,53.0,58.0,4.0,6.0,0.0,1.0,2.0,2.0
21.0,21.0,['Male'],"['B.Tech', 'B.Sc']","['ECE', 'ME', 'Civil']",4.0,6.0,0.0,0.0,1.0,3.0,1.0,4.0,3.0,6.0,40.0,55.0,4.0,6.0,0.0,1.0,2.0,2.0
21.0,21.0,['Male'],"['B.Tech', 'B.Sc']","['ECE', 'ME', 'Civil']",4.0,6.0,0.0,0.0,1.0,3.0,1.0,4.0,3.0,6.0,40.0,55.0,4.0,6.0,0.0,1.0,2.0,2.0
21.0,21.0,['Male'],"['B.Tech', 'B.Sc']","['ECE', 'ME', 'Civil']",4.0,6.0,0.0,0.0,1.0,3.0,1.0,4.0,3.0,6.0,40.0,55.0,4.0,6.0,0.0,1.0,2.0,2.0
21.0,21.0,['Male'],"['B.Tech', 'B.Sc']","['ECE', 'ME', 'Civil']",4.0,6.0,0.0,0.0,1.0,3.0,1.0,4.0,3.0,6.0,40.0,55.0,4.0,6.0,0.0,1.0,2.0,2.0
21.0,21.0,['Male'],"['B.Tech', 'B.Sc']","['ECE', 'ME', 'Civil']",4.0,6.0,0.0,0.0,1.0,3.0,1.0,4.0,3.0,6.0,40.0,55.0,4.0,6.0,0.0,1.0,2.0,2.0
21.0,21.0,['Male'],"['B.Tech', 'B.Sc']","['ECE', 'ME', 'Civil']",4.0,6.0,0.0,0.0,1.0,3.0,1.0,4.0,3.0,6.0,40.0,55.0,4.0,6.0,0.0,1.0,2.0,2.0
18.0,19.0,['Male'],['BCA'],"['ECE', 'ME', 'Civil']",4.0,6.0,0.0,0.0,2.0,3.0,1.0,4.0,3.0,6.0,37.0,57.0,4.0,6.0,0.0,1.0,1.0,1.0
18.0,19.0,['Male'],['BCA'],"['ECE', 'ME', 'Civil']",4.0,6.0,0.0,0.0,2.0,3.0,1.0,4.0,3.0,6.0,37.0,57.0,4.0,6.0,0.0,1.0,1.0,1.0
18.0,19.0,['Male'],['BCA'],"['ECE', 'ME', 'Civil']",4.0,6.0,0.0,0.0,2.0,3.0,1.0,4.0,3.0,6.0,37.0,57.0,4.0,6.0,0.0,1.0,1.0,1.0
18.0,19.0,['Male'],['BCA'],"['ECE', 'ME', 'Civil']",4.0,6.0,0.0,0.0,2.0,3.0,1.0,4.0,3.0,6.0,37.0,57.0,4.0,6.0,0.0,1.0,1.0,1.0
18.0,19.0,['Male'],['BCA'],"['ECE', 'ME', 'Civil']",4.0,6.0,0.0,0.0,2.0,3.0,1.0,4.0,3.0,6.0,37.0,57.0,4.0,6.0,0.0,1.0,1.0,1.0
18.0,19.0,['Male'],['BCA'],"['ECE', 'ME', 'Civil']",4.0,6.0,0.0,0.0,1.0,3.0,1.0,4.0,2.0,6.0,45.0,55.0,4.0,6.0,0.0,1.0,2.0,2.0
18.0,19.0,['Male'],['BCA'],"['ECE', 'ME', 'Civil']",4.0,6.0,0.0,0.0,1.0,3.0,1.0,4.0,2.0,6.0,45.0,55.0,4.0,6.0,0.0,1.0,2.0,2.0
18.0,19.0,['Male'],['BCA'],"['ECE', 'ME', 'Civil']",4.0,6.0,0.0,0.0,1.0,3.0,1.0,4.0,2.0,6.0,45.0,55.0,4.0,6.0,0.0,1.0,2.0,2.0
18.0,19.0,['Male'],['BCA'],"['ECE', 'ME', 'Civil']",4.0,6.0,0.0,0.0,1.0,3.0,1.0,4.0,2.0,6.0,45.0,55.0,4.0,6.0,0.0,1.0,2.0,2.0
18.0,19.0,['Male'],['BCA'],"['ECE', 'ME', 'Civil']",4.0,6.0,0.0,0.0,1.0,3.0,1.0,4.0,2.0,6.0,45.0,55.0,4.0,6.0,0.0,1.0,2.0,2.0
18.0,19.0,['Male'],['BCA'],"['ECE', 'ME', 'Civil']",4.0,6.0,0.0,0.0,1.0,3.0,1.0,4.0,2.0,6.0,45.0,55.0,4.0,6.0,0.0,1.0,2.0,2.0
20.0,21.0,['Male'],['BCA'],"['ECE', 'ME', 'Civil']",5.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,6.0,43.0,60.0,4.0,6.0,1.0,1.0,0.0,2.0
20.0,21.0,['Male'],['BCA'],"['ECE', 'ME', 'Civil']",5.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,6.0,43.0,60.0,4.0,6.0,1.0,1.0,0.0,2.0
20.0,21.0,['Male'],['BCA'],"['ECE', 'ME', 'Civil']",5.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,6.0,43.0,60.0,4.0,6.0,1.0,1.0,0.0,2.0
20.0,21.0,['Male'],['BCA'],"['ECE', 'ME', 'Civil']",5.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,6.0,43.0,60.0,4.0,6.0,1.0,1.0,0.0,2.0
20.0,21.0,['Male'],['BCA'],"['ECE', 'ME', 'Civil']",5.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,6.0,43.0,60.0,4.0,6.0,1.0,1.0,0.0,2.0
20.0,21.0,['Male'],['BCA'],"['ECE', 'ME', 'Civil']",5.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,6.0,43.0,60.0,4.0,6.0,1.0,1.0,0.0,2.0
20.0,21.0,['Male'],['BCA'],"['ECE', 'ME', 'Civil']",5.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,6.0,43.0,60.0,4.0,6.0,1.0,1.0,0.0,2.0
20.0,21.0,['Male'],['BCA'],"['ECE', 'ME', 'Civil']",5.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,6.0,43.0,60.0,4.0,6.0,1.0,1.0,0.0,2.0
20.0,21.0,['Male'],['BCA'],"['ECE', 'ME', 'Civil']",5.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,6.0,43.0,60.0,4.0,6.0,1.0,1.0,0.0,2.0
18.0,19.0,['Male'],"['B.Tech', 'B.Sc']","['ECE', 'ME']",4.0,6.0,0.0,0.0,2.0,3.0,2.0,3.0,4.0,6.0,41.0,55.0,3.0,6.0,1.0,1.0,3.0,3.0
18.0,19.0,['Male'],"['B.Tech', 'B.Sc']","['ECE', 'ME']",4.0,6.0,0.0,0.0,2.0,3.0,2.0,3.0,4.0,6.0,41.0,55.0,3.0,6.0,1.0,1.0,3.0,3.0
18.0,19.0,['Male'],"['B.Tech', 'B.Sc']","['ECE', 'ME']",4.0,6.0,0.0,0.0,2.0,3.0,2.0,3.0,4.0,6.0,41.0,55.0,3.0,6.0,1.0,1.0,3.0,3.0
18.0,19.0,['Male'],"['B.Tech', 'B.Sc']","['ECE', 'ME']",4.0,6.0,0.0,0.0,2.0,3.0,2.0,3.0,4.0,6.0,41.0,55.0,3.0,6.0,1.0,1.0,3.0,3.0
18.0,19.0,['Male'],"['B.Tech', 'B.Sc']","['ECE', 'ME']",4.0,6.0,0.0,0.0,2.0,3.0,2.0,3.0,4.0,6.0,41.0,55.0,3.0,6.0,1.0,1.0,3.0,3.0
18.0,21.0,['Male'],"['B.Tech', 'B.Sc']",['Civil'],4.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,6.0,35.0,60.0,4.0,6.0,1.0,1.0,3.0,3.0
18.0,21.0,['Male'],"['B.Tech', 'B.Sc']",['Civil'],4.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,6.0,35.0,60.0,4.0,6.0,1.0,1.0,3.0,3.0
18.0,21.0,['Male'],"['B.Tech', 'B.Sc']",['Civil'],4.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,6.0,35.0,60.0,4.0,6.0,1.0,1.0,3.0,3.0
18.0,21.0,['Male'],"['B.Tech', 'B.Sc']",['Civil'],4.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,6.0,35.0,60.0,4.0,6.0,1.0,1.0,3.0,3.0
18.0,21.0,['Male'],"['B.Tech', 'B.Sc']",['Civil'],4.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,6.0,35.0,60.0,4.0,6.0,1.0,1.0,3.0,3.0
18.0,20.0,['Male'],['BCA'],"['ECE', 'ME', 'Civil']",4.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,6.0,40.0,56.0,2.0,6.0,1.0,1.0,3.0,3.0
18.0,20.0,['Male'],['BCA'],"['ECE', 'ME', 'Civil']",4.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,6.0,40.0,56.0,2.0,6.0,1.0,1.0,3.0,3.0
18.0,20.0,['Male'],['BCA'],"['ECE', 'ME', 'Civil']",4.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,6.0,40.0,56.0,2.0,6.0,1.0,1.0,3.0,3.0
18.0,20.0,['Male'],['BCA'],"['ECE', 'ME', 'Civil']",4.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,6.0,40.0,56.0,2.0,6.0,1.0,1.0,3.0,3.0
18.0,20.0,['Male'],['BCA'],"['ECE', 'ME', 'Civil']",4.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,6.0,40.0,56.0,2.0,6.0,1.0,1.0,3.0,3.0
18.0,20.0,['Male'],['BCA'],"['ECE', 'ME', 'Civil']",4.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,6.0,40.0,56.0,2.0,6.0,1.0,1.0,3.0,3.0
18.0,21.0,['Male'],"['B.Tech', 'B.Sc', 'BCA']","['ECE', 'ME', 'Civil']",4.0,7.0,0.0,0.0,1.0,3.0,1.0,4.0,4.0,6.0,46.0,60.0,7.0,7.0,0.0,1.0,0.0,1.0
18.0,21.0,['Male'],"['B.Tech', 'B.Sc', 'BCA']","['ECE', 'ME', 'Civil']",4.0,7.0,0.0,0.0,1.0,3.0,1.0,4.0,4.0,6.0,46.0,60.0,7.0,7.0,0.0,1.0,0.0,1.0
18.0,21.0,['Male'],"['B.Tech', 'B.Sc', 'BCA']","['ECE', 'ME', 'Civil']",4.0,7.0,0.0,0.0,1.0,3.0,1.0,4.0,4.0,6.0,46.0,60.0,7.0,7.0,0.0,1.0,0.0,1.0
18.0,21.0,['Male'],"['B.Tech', 'B.Sc', 'BCA']","['ECE', 'ME', 'Civil']",4.0,7.0,0.0,0.0,1.0,3.0,1.0,4.0,4.0,6.0,46.0,60.0,7.0,7.0,0.0,1.0,0.0,1.0
18.0,21.0,['Male'],"['B.Tech', 'B.Sc', 'BCA']","['ECE', 'ME', 'Civil']",4.0,7.0,0.0,0.0,1.0,3.0,1.0,4.0,4.0,6.0,46.0,60.0,7.0,7.0,0.0,1.0,0.0,1.0
18.0,21.0,['Male'],"['B.Tech', 'B.Sc', 'BCA']","['ECE', 'ME', 'Civil']",4.0,7.0,0.0,0.0,1.0,3.0,1.0,4.0,4.0,6.0,46.0,60.0,7.0,7.0,0.0,1.0,0.0,1.0
18.0,21.0,['Male'],"['B.Tech', 'B.Sc', 'BCA']","['ECE', 'ME', 'Civil']",4.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,6.0,35.0,60.0,7.0,8.0,1.0,1.0,2.0,2.0
18.0,21.0,['Male'],"['B.Tech', 'B.Sc', 'BCA']","['ECE', 'ME', 'Civil']",4.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,6.0,35.0,60.0,7.0,8.0,1.0,1.0,2.0,2.0
18.0,21.0,['Male'],"['B.Tech', 'B.Sc', 'BCA']","['ECE', 'ME', 'Civil']",4.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,6.0,35.0,60.0,7.0,8.0,1.0,1.0,2.0,2.0
18.0,21.0,['Male'],"['B.Tech', 'B.Sc', 'BCA']","['ECE', 'ME', 'Civil']",4.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,6.0,35.0,60.0,7.0,8.0,1.0,1.0,2.0,2.0
18.0,21.0,['Male'],"['B.Tech', 'B.Sc', 'BCA']","['ECE', 'ME', 'Civil']",4.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,6.0,35.0,60.0,7.0,8.0,1.0,1.0,2.0,2.0
18.0,21.0,['Male'],"['B.Tech', 'B.Sc', 'BCA']","['ECE', 'ME', 'Civil']",4.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,6.0,35.0,60.0,7.0,8.0,1.0,1.0,2.0,2.0
18.0,21.0,['Male'],"['B.Tech', 'B.Sc', 'BCA']","['ECE', 'ME', 'Civil']",4.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,6.0,35.0,60.0,7.0,8.0,1.0,1.0,2.0,2.0
18.0,21.0,['Male'],"['B.Tech', 'B.Sc', 'BCA']","['ECE', 'ME', 'Civil']",5.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,6.0,38.0,60.0,7.0,8.0,1.0,1.0,3.0,3.0
18.0,21.0,['Male'],"['B.Tech', 'B.Sc', 'BCA']","['ECE', 'ME', 'Civil']",5.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,6.0,38.0,60.0,7.0,8.0,1.0,1.0,3.0,3.0
18.0,21.0,['Male'],"['B.Tech', 'B.Sc', 'BCA']","['ECE', 'ME', 'Civil']",5.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,6.0,38.0,60.0,7.0,8.0,1.0,1.0,3.0,3.0
18.0,21.0,['Male'],"['B.Tech', 'B.Sc', 'BCA']","['ECE', 'ME', 'Civil']",5.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,6.0,38.0,60.0,7.0,8.0,1.0,1.0,3.0,3.0
18.0,21.0,['Male'],"['B.Tech', 'B.Sc', 'BCA']","['ECE', 'ME', 'Civil']",5.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,6.0,38.0,60.0,7.0,8.0,1.0,1.0,3.0,3.0
18.0,21.0,['Male'],"['B.Tech', 'B.Sc', 'BCA']","['ECE', 'ME', 'Civil']",5.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,6.0,38.0,60.0,7.0,8.0,1.0,1.0,3.0,3.0
18.0,21.0,['Male'],"['B.Tech', 'B.Sc', 'BCA']","['ECE', 'ME', 'Civil']",5.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,6.0,38.0,60.0,7.0,8.0,1.0,1.0,3.0,3.0
18.0,21.0,['Male'],"['B.Tech', 'B.Sc', 'BCA']","['ECE', 'ME', 'Civil']",5.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,6.0,38.0,60.0,7.0,8.0,1.0,1.0,3.0,3.0
18.0,19.0,['Male'],"['B.Tech', 'B.Sc']","['ME', 'Civil']",5.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,5.0,6.0,65.0,85.0,4.0,6.0,1.0,1.0,1.0,1.0
18.0,19.0,['Male'],"['B.Tech', 'B.Sc']","['ME', 'Civil']",5.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,5.0,6.0,65.0,85.0,4.0,6.0,1.0,1.0,1.0,1.0
18.0,19.0,['Male'],"['B.Tech', 'B.Sc']","['ME', 'Civil']",5.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,5.0,6.0,65.0,85.0,4.0,6.0,1.0,1.0,1.0,1.0
18.0,19.0,['Male'],"['B.Tech', 'B.Sc']","['ME', 'Civil']",5.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,5.0,6.0,65.0,85.0,4.0,6.0,1.0,1.0,1.0,1.0
18.0,19.0,['Male'],"['B.Tech', 'B.Sc']","['ME', 'Civil']",5.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,5.0,6.0,65.0,85.0,4.0,6.0,1.0,1.0,1.0,1.0
18.0,19.0,['Male'],"['B.Tech', 'B.Sc']","['ME', 'Civil']",5.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,5.0,6.0,65.0,85.0,4.0,6.0,1.0,1.0,1.0,1.0
18.0,19.0,['Male'],"['B.Tech', 'B.Sc']","['ME', 'Civil']",6.0,6.0,0.0,0.0,3.0,3.0,3.0,4.0,3.0,6.0,63.0,77.0,3.0,6.0,1.0,1.0,0.0,0.0
18.0,19.0,['Male'],"['B.Tech', 'B.Sc']","['ME', 'Civil']",6.0,6.0,0.0,0.0,3.0,3.0,3.0,4.0,3.0,6.0,63.0,77.0,3.0,6.0,1.0,1.0,0.0,0.0
18.0,19.0,['Male'],"['B.Tech', 'B.Sc']","['ME', 'Civil']",6.0,6.0,0.0,0.0,3.0,3.0,3.0,4.0,3.0,6.0,63.0,77.0,3.0,6.0,1.0,1.0,0.0,0.0
18.0,19.0,['Male'],"['B.Tech', 'B.Sc']","['ME', 'Civil']",6.0,6.0,0.0,0.0,3.0,3.0,3.0,4.0,3.0,6.0,63.0,77.0,3.0,6.0,1.0,1.0,0.0,0.0
18.0,19.0,['Male'],"['B.Tech', 'B.Sc']","['ME', 'Civil']",6.0,6.0,0.0,0.0,3.0,3.0,3.0,4.0,3.0,6.0,63.0,77.0,3.0,6.0,1.0,1.0,0.0,0.0
20.0,21.0,['Male'],"['B.Tech', 'B.Sc']","['ECE', 'ME']",5.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,6.0,61.0,81.0,4.0,6.0,1.0,2.0,0.0,1.0
20.0,21.0,['Male'],"['B.Tech', 'B.Sc']","['ECE', 'ME']",5.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,6.0,61.0,81.0,4.0,6.0,1.0,2.0,0.0,1.0
20.0,21.0,['Male'],"['B.Tech', 'B.Sc']","['ECE', 'ME']",5.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,6.0,61.0,81.0,4.0,6.0,1.0,2.0,0.0,1.0
20.0,21.0,['Male'],"['B.Tech', 'B.Sc']","['ECE', 'ME']",5.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,6.0,61.0,81.0,4.0,6.0,1.0,2.0,0.0,1.0
20.0,21.0,['Male'],"['B.Tech', 'B.Sc']","['ECE', 'ME']",5.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,6.0,61.0,81.0,4.0,6.0,1.0,2.0,0.0,1.0
20.0,21.0,['Male'],"['B.Tech', 'B.Sc']","['ECE', 'ME']",5.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,3.0,6.0,61.0,81.0,4.0,6.0,1.0,2.0,0.0,1.0
20.0,21.0,['Male'],['B.Sc'],['Civil'],5.0,6.0,0.0,0.0,2.0,3.0,2.0,4.0,5.0,6.0,64.0,81.0,4.0,6.0,1.0,1.0,0.0,1.0
